typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","96","BRN","Brunei Darussalam","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1292180549",,"1292180549","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","100","BGR","Bulgaria","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","190091014",,"190091014","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","104","MMR","Myanmar","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","579718152",,"579718152","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","108","BDI","Burundi","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","63079",,"63079","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","112","BLR","Belarus","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","44890692",,"44890692","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","116","KHM","Cambodia","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","193988211",,"193988211","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","120","CMR","Cameroon","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5624688",,"5624688","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","124","CAN","Canada","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5442722754",,"5442722754","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","132","CPV","Cabo Verde","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","51",,"51","4","false","true",
"C","A","20140101","2014","52","2014","410","KOR","Rep. of Korea","M","Import","136","CYM","Cayman Isds","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","15211",,"15211","4","false","true",
